Consumo,TCO,TCS,TIN,TMT,TPR,TRE,TREH,total_general
2226,1,0,0,0,0,3,0,4
2227,9,0,0,0,0,0,0,9
2228,3,0,0,0,0,0,0,3
2229,4,0,0,0,0,2,1,7
2230,5,0,0,0,0,0,0,5
2231,6,0,0,0,0,0,0,6
2232,5,0,1,0,0,1,0,7
2233,9,0,0,0,0,1,0,10
2234,3,0,1,0,0,0,0,4
2235,3,0,0,0,0,1,0,4
2236,2,0,0,0,0,0,0,2
2237,6,0,0,0,0,0,0,6
2238,3,0,0,0,0,0,0,3
2239,6,0,0,0,0,0,0,6
2240,4,0,0,0,0,2,0,6
2241,3,0,0,0,0,0,0,3
2242,0,0,0,0,0,0,1,1
2243,6,0,0,0,0,3,0,9
2244,3,0,0,0,0,0,0,3
2245,3,0,0,0,0,1,0,4
2246,5,0,0,0,0,1,0,6
2247,1,0,0,0,0,0,0,1
2248,4,0,0,0,0,0,1,5
2249,6,0,1,0,0,1,0,8
2250,2,0,0,0,0,0,0,2
2251,2,1,1,0,0,0,1,5
2252,4,0,0,0,0,0,0,4
2253,7,0,0,0,0,2,0,9
2254,2,0,0,0,0,1,1,4
2255,2,0,0,0,0,0,1,3
2256,3,0,0,0,0,1,0,4
2257,1,0,0,0,0,1,0,2
2258,5,0,0,0,0,0,1,6
2259,7,0,0,0,0,0,1,8
2260,6,0,0,0,0,1,0,7
2261,6,0,0,0,0,0,0,6
2262,4,0,0,0,0,2,0,6
2263,1,0,0,0,0,1,0,2
2264,4,0,1,0,0,0,0,5
2265,7,0,0,0,0,1,1,9
2266,4,0,0,0,0,1,0,5
2267,5,0,0,0,0,2,0,7
2268,4,0,0,0,0,1,0,5
2269,2,0,0,0,0,1,0,3
2270,2,0,0,0,0,0,0,2
2271,3,0,1,0,0,2,0,6
2272,3,0,0,0,0,2,0,5
2273,3,0,0,0,0,0,0,3
2274,5,0,0,0,0,0,0,5
2275,5,0,0,0,0,0,0,5
2276,2,0,0,0,0,0,0,2
2277,3,0,0,0,0,0,0,3
2278,3,0,0,0,0,0,0,3
2279,2,0,1,0,0,0,0,3
2280,13,0,1,0,0,1,0,15
2281,2,0,0,0,0,0,0,2
2282,8,1,0,0,0,1,0,10
2283,3,0,0,0,0,0,0,3
2284,2,0,0,0,0,1,0,3
2285,7,1,0,0,0,1,1,10
2286,2,0,1,0,0,0,0,3
2288,7,0,0,0,0,1,0,8
2289,5,0,0,0,0,1,0,6
2290,4,0,0,0,0,0,0,4
2291,3,0,0,0,0,0,0,3
2292,4,0,0,0,0,0,0,4
2293,6,0,0,0,0,0,0,6
2294,3,0,0,0,0,1,0,4
2295,5,0,0,0,0,0,0,5
2296,3,1,0,0,0,0,0,4
2297,6,0,1,0,0,0,0,7
2298,3,0,0,0,0,1,0,4
2299,1,0,0,0,0,0,0,1
2300,5,0,0,0,0,1,0,6
2301,2,0,1,0,0,0,0,3
2302,5,0,0,0,0,2,0,7
2303,3,0,0,0,0,0,1,4
2304,5,0,0,0,0,0,0,5
2305,3,1,0,0,0,0,0,4
2306,5,0,0,0,0,0,1,6
2307,2,0,1,0,0,1,0,4
2308,4,0,0,0,0,3,0,7
2309,3,0,0,0,0,0,0,3
2310,5,0,0,0,0,1,0,6
2311,6,0,0,0,0,0,0,6
2312,3,0,0,0,0,0,0,3
2313,4,0,0,0,0,0,0,4
2314,5,0,0,0,0,0,0,5
2315,4,0,0,0,0,1,0,5
2316,5,0,0,0,0,2,0,7
2317,1,0,0,0,0,0,0,1
2318,5,0,0,0,0,0,0,5
2319,3,0,0,0,0,0,0,3
2320,6,0,2,0,0,2,0,10
2321,6,0,0,0,0,0,0,6
2322,4,0,0,0,0,0,0,4
2323,1,0,0,0,0,0,0,1
2324,2,0,0,0,0,3,0,5
2325,4,0,0,0,0,2,0,6
2326,1,0,0,0,0,0,0,1
2327,5,0,0,0,0,1,0,6
2328,1,0,0,0,0,1,0,2
2329,3,0,0,0,0,0,0,3
2330,3,0,0,0,0,1,0,4
2331,3,0,0,0,0,0,0,3
2332,4,0,0,0,0,2,1,7
2333,1,0,0,0,0,0,0,1
2334,3,0,0,0,0,0,0,3
2335,5,0,0,0,0,0,0,5
2336,6,0,0,0,0,0,0,6
2337,3,0,0,0,0,1,1,5
2338,2,0,1,0,0,0,0,3
2339,6,0,0,0,0,0,0,6
2340,8,1,0,0,0,0,0,9
2341,5,0,0,0,0,0,0,5
2342,4,0,0,0,0,1,0,5
2343,4,0,0,0,0,0,0,4
2344,5,0,0,0,0,0,0,5
2345,7,1,0,0,0,0,0,8
2346,3,0,1,0,0,1,0,5
2347,1,0,1,0,0,0,0,2
2348,6,1,0,0,0,1,0,8
2349,1,0,0,0,0,4,0,5
2350,2,0,0,0,0,0,0,2
2351,3,0,0,0,0,0,0,3
2352,2,0,0,0,0,1,0,3
2353,4,0,1,0,0,0,0,5
2354,3,0,0,0,0,0,0,3
2355,4,0,0,0,0,1,0,5
2356,4,1,0,0,0,1,0,6
2357,2,0,1,0,0,1,0,4
2358,2,0,0,0,0,1,0,3
2359,3,0,0,0,0,1,0,4
2360,12,1,0,0,0,1,1,15
2361,3,0,0,0,0,0,0,3
2362,3,0,0,0,0,0,0,3
2363,0,0,0,0,0,1,0,1
2364,3,0,0,0,0,1,0,4
2365,4,0,0,0,0,2,0,6
2366,2,0,1,0,0,1,0,4
2367,8,0,0,0,0,0,0,8
2368,2,0,0,0,0,1,0,3
2369,3,0,0,0,0,0,0,3
2370,4,0,0,0,0,1,0,5
2371,3,0,0,0,0,0,0,3
2372,6,0,0,0,0,0,0,6
2373,3,0,0,0,0,0,0,3
2374,4,0,0,0,0,1,0,5
2375,1,0,0,0,0,1,0,2
2376,2,0,0,0,0,1,0,3
2377,3,0,1,0,0,0,0,4
2378,1,0,0,0,0,0,0,1
2379,3,0,0,0,0,1,0,4
2380,3,0,1,0,0,0,0,4
2381,4,0,0,0,0,0,0,4
2382,4,0,0,0,0,0,0,4
2383,3,1,0,0,0,1,0,5
2384,1,0,0,0,0,0,0,1
2385,4,0,0,0,0,0,0,4
2386,3,0,1,0,0,0,0,4
2387,2,0,0,0,0,0,0,2
2388,6,0,0,0,0,0,0,6
2389,3,0,0,0,0,0,0,3
2390,6,0,0,0,0,0,0,6
2391,4,0,0,0,0,1,0,5
2392,3,0,0,0,0,0,1,4
2393,2,0,0,0,0,1,0,3
2394,3,0,0,0,0,1,0,4
2395,6,0,0,0,0,0,0,6
2396,3,0,0,0,0,0,0,3
2397,6,0,0,0,0,2,1,9
2398,5,0,0,0,0,0,0,5
2399,3,0,0,0,0,1,0,4
2400,12,0,0,0,0,0,1,13
2401,4,0,0,0,0,0,0,4
2402,5,0,0,0,0,0,0,5
2404,5,0,0,0,0,1,0,6
2405,2,0,0,0,0,1,0,3
2406,3,0,0,0,0,0,0,3
2407,4,0,1,0,0,0,0,5
2408,2,0,0,0,0,2,0,4
2409,2,0,0,0,0,0,0,2
2410,5,0,0,0,0,0,0,5
2411,3,0,0,0,0,0,0,3
2412,2,0,0,0,0,0,1,3
2413,4,0,0,0,0,0,0,4
2414,5,0,0,0,0,0,0,5
2415,5,0,0,0,0,1,0,6
2416,4,0,0,0,0,0,1,5
2417,1,1,0,0,0,0,0,2
2418,3,0,0,0,0,0,1,4
2419,2,0,0,0,0,2,0,4
2420,4,0,0,0,0,1,0,5
2421,2,0,0,0,0,0,0,2
2422,3,0,1,0,0,0,0,4
2423,3,0,0,0,0,1,0,4
2424,2,0,0,0,0,1,0,3
2425,2,0,0,0,0,0,0,2
2426,3,0,0,0,0,0,0,3
2427,3,0,0,0,0,0,0,3
2428,1,0,0,0,0,0,0,1
2429,3,0,0,0,0,0,0,3
2430,5,0,0,0,0,1,0,6
2431,7,0,0,0,0,0,0,7
2432,3,0,0,0,0,0,0,3
2433,3,0,0,0,0,0,0,3
2434,0,0,1,0,0,2,0,3
2435,2,0,0,0,0,1,0,3
2436,2,0,0,0,0,1,1,4
2437,2,0,0,0,0,0,0,2
2438,1,0,0,0,0,0,0,1
2439,4,0,0,0,0,2,0,6
2440,10,0,0,0,0,2,0,12
2441,5,1,0,0,0,0,0,6
2442,1,0,0,0,0,0,0,1
2443,2,0,0,0,0,0,0,2
2444,3,0,0,0,0,0,0,3
2445,2,0,0,0,0,0,0,2
2446,1,0,0,0,0,1,0,2
2447,2,0,0,0,1,0,0,3
2448,2,1,0,0,0,0,0,3
2449,4,1,0,0,0,0,0,5
2450,8,0,1,0,0,0,0,9
2451,2,0,0,0,0,0,0,2
2452,2,0,0,0,0,0,0,2
2453,1,0,0,0,0,0,0,1
2454,4,0,0,0,0,1,0,5
2455,2,0,0,0,0,0,1,3
2456,4,0,0,0,0,1,0,5
2457,2,0,0,0,0,1,0,3
2458,3,0,0,0,0,0,0,3
2459,1,0,0,0,0,0,0,1
2460,6,0,0,0,0,0,1,7
2461,5,0,0,0,0,0,0,5
2462,1,0,0,0,0,0,0,1
2463,3,1,0,0,0,1,0,5
2464,2,0,0,0,0,0,0,2
2465,7,0,0,0,0,0,0,7
2466,3,0,0,0,0,1,0,4
2467,5,0,0,0,0,0,0,5
2468,1,0,3,0,0,0,1,5
2469,4,0,1,0,0,0,0,5
2470,2,0,0,0,0,0,0,2
2471,2,0,0,0,0,2,0,4
2472,4,0,0,0,0,0,0,4
2473,5,0,0,0,0,0,0,5
2474,4,0,0,0,0,1,0,5
2475,4,0,0,0,0,0,0,4
2476,1,0,0,0,0,0,0,1
2477,4,0,0,0,0,2,0,6
2478,3,0,0,0,0,0,0,3
2479,4,1,0,0,0,0,0,5
2480,10,0,0,0,0,1,0,11
2481,2,0,0,0,0,0,0,2
2482,2,0,0,0,0,1,0,3
2483,3,0,0,0,0,0,0,3
2484,2,0,0,0,0,0,0,2
2485,2,0,0,0,0,0,0,2
2486,2,0,0,0,0,0,0,2
2487,1,0,0,0,0,0,0,1
2488,4,0,1,0,0,0,0,5
2489,0,0,0,0,0,1,0,1
2490,2,0,0,0,0,0,0,2
2491,3,0,0,0,0,0,0,3
2492,2,0,0,0,0,0,0,2
2493,2,0,0,0,0,1,0,3
2494,1,0,0,0,0,0,0,1
2495,2,1,0,0,0,2,0,5
2496,5,0,0,0,0,0,0,5
2497,4,0,0,0,0,1,0,5
2498,5,0,0,0,0,2,0,7
2499,3,0,0,0,0,0,0,3
2500,7,0,0,0,0,2,1,10
2501,3,0,0,0,0,0,0,3
2502,3,0,0,0,0,1,0,4
2503,2,0,0,0,0,0,0,2
2504,2,0,0,0,0,1,0,3
2505,5,1,0,0,0,0,0,6
2506,5,0,1,0,0,1,0,7
2507,2,0,0,0,0,0,0,2
2508,2,0,0,0,0,0,0,2
2509,1,0,0,0,0,0,0,1
2510,1,0,0,0,0,0,0,1
2511,3,0,0,0,0,1,0,4
2512,4,0,1,0,0,0,0,5
2513,5,0,0,0,0,0,0,5
2514,3,0,1,0,0,0,0,4
2515,2,0,0,0,0,1,0,3
2516,5,0,0,0,0,0,0,5
2517,3,0,0,0,0,0,0,3
2518,5,0,0,0,0,0,0,5
2519,3,0,0,0,0,2,1,6
2520,9,0,2,0,0,1,0,12
2521,6,0,0,0,0,0,0,6
2522,3,0,1,0,0,0,0,4
2523,5,0,0,0,0,1,1,7
2524,4,0,0,0,0,0,0,4
2525,3,0,0,0,0,0,0,3
2526,1,0,0,0,0,0,0,1
2527,4,0,0,0,0,1,0,5
2528,2,0,0,0,0,0,1,3
2529,2,1,0,0,0,0,0,3
2530,3,0,0,0,0,0,0,3
2531,4,0,0,0,0,1,0,5
2532,1,0,0,0,0,1,0,2
2533,6,0,0,0,0,0,0,6
2534,5,1,0,0,0,1,0,7
2536,0,0,0,0,0,2,0,2
2537,5,0,0,0,0,1,0,6
2538,4,0,0,0,0,0,0,4
2539,1,0,0,0,0,0,0,1
2540,6,1,0,0,0,0,0,7
2541,1,0,0,0,0,0,0,1
2542,2,0,0,0,0,1,0,3
2543,2,1,0,0,0,0,0,3
2544,3,0,0,0,0,0,0,3
2545,1,0,0,0,0,0,0,1
2546,2,0,0,0,0,1,0,3
2547,4,0,0,0,0,0,0,4
2548,1,0,0,0,0,0,0,1
2549,2,0,0,0,0,0,0,2
2550,4,0,0,0,0,0,0,4
2551,2,0,0,0,0,0,0,2
2552,1,0,0,0,0,0,0,1
2553,1,0,0,0,0,0,0,1
2554,8,1,0,0,0,1,0,10
2555,3,0,0,0,0,0,0,3
2556,4,0,0,0,0,1,0,5
2557,1,0,0,0,0,0,0,1
2558,3,0,0,0,0,1,0,4
2559,2,0,0,0,0,0,0,2
2560,10,0,0,0,0,0,0,10
2561,3,0,0,0,0,0,0,3
2562,2,0,0,0,0,1,0,3
2563,2,0,0,0,0,1,0,3
2564,5,0,0,0,0,0,0,5
2566,1,0,0,0,0,0,0,1
2567,2,0,0,0,0,0,0,2
2568,3,0,0,0,0,0,0,3
2569,1,0,0,0,0,0,0,1
2570,2,0,0,0,0,0,0,2
2572,4,0,1,0,0,1,1,7
2575,6,0,0,0,0,1,0,7
2576,4,0,0,0,0,0,0,4
2577,3,0,0,0,0,1,0,4
2578,2,0,0,0,0,0,0,2
2579,2,0,1,0,0,0,0,3
2580,5,0,0,0,1,0,0,6
2581,1,0,0,0,0,0,0,1
2582,1,0,0,0,0,2,0,3
2583,3,0,0,0,0,0,0,3
2584,2,0,0,0,0,0,0,2
2585,4,0,0,0,0,0,0,4
2586,5,0,0,0,0,0,0,5
2587,3,1,0,0,0,1,1,6
2588,4,0,0,0,0,0,0,4
2589,3,0,0,0,0,0,0,3
2590,4,0,0,0,0,1,0,5
2591,2,0,0,0,0,0,2,4
2592,2,0,0,0,0,1,0,3
2593,1,1,0,0,0,0,0,2
2595,4,0,0,0,0,0,0,4
2596,1,0,0,0,0,0,0,1
2597,1,0,1,0,0,0,0,2
2598,2,1,0,0,0,0,0,3
2599,2,0,0,0,0,0,0,2
2600,4,1,0,0,0,0,0,5
2601,2,0,0,0,0,0,0,2
2602,0,0,1,0,0,0,0,1
2603,4,0,0,0,0,0,0,4
2604,1,0,0,0,0,1,0,2
2605,3,0,0,0,0,1,0,4
2606,1,0,1,0,0,3,0,5
2607,3,0,0,0,0,0,0,3
2608,3,0,0,0,0,1,0,4
2609,3,0,0,0,0,1,0,4
2610,2,0,0,0,0,0,0,2
2611,0,0,1,0,0,0,0,1
2612,6,0,0,0,0,0,0,6
2613,2,0,0,0,0,0,0,2
2615,3,0,0,0,0,0,0,3
2616,2,0,0,0,0,1,0,3
2617,3,0,0,0,0,0,1,4
2618,1,0,0,0,0,0,0,1
2619,4,0,0,0,0,2,0,6
2620,6,0,0,0,0,1,0,7
2621,3,1,0,0,0,1,1,6
2622,4,0,0,0,0,0,0,4
2623,4,0,0,0,0,1,0,5
2624,0,0,1,0,0,0,0,1
2625,4,0,0,0,0,0,0,4
2626,1,0,0,0,0,1,0,2
2627,10,1,1,0,0,2,0,14
2628,3,0,1,0,0,0,0,4
2629,5,0,0,0,0,1,0,6
2630,3,0,0,0,0,0,0,3
2631,2,0,0,0,0,0,0,2
2632,5,0,0,0,0,0,0,5
2633,1,0,0,0,0,1,0,2
2634,4,0,0,0,0,1,0,5
2635,3,0,0,0,0,0,0,3
2636,3,1,0,0,0,2,0,6
2637,1,0,0,0,0,0,0,1
2638,1,0,0,0,0,0,0,1
2640,14,2,1,0,0,0,0,17
2641,1,0,0,0,1,0,0,2
2642,2,0,0,0,0,1,0,3
2643,2,1,0,0,0,0,0,3
2644,2,0,0,0,0,0,0,2
2645,5,0,0,0,0,0,0,5
2646,2,0,0,0,0,0,0,2
2647,5,0,0,0,0,0,0,5
2648,0,0,1,0,0,0,0,1
2649,3,0,0,0,0,0,0,3
2650,2,0,0,0,0,0,0,2
2651,7,1,0,0,0,0,0,8
2652,3,0,1,0,0,0,0,4
2653,4,0,0,0,0,0,0,4
2654,2,1,0,0,0,0,0,3
2655,1,0,0,0,0,0,0,1
2656,7,0,0,0,0,0,0,7
2657,2,0,0,0,0,1,0,3
2658,2,0,0,0,0,1,0,3
2659,3,0,0,0,0,0,0,3
2661,1,0,1,0,0,0,0,2
2662,4,0,0,0,0,0,0,4
2665,3,0,0,0,0,2,0,5
2666,4,0,0,0,0,0,0,4
2668,2,0,0,0,0,1,0,3
2669,4,0,1,0,0,0,0,5
2670,3,0,0,0,0,0,0,3
2671,3,0,0,0,0,2,0,5
2672,4,0,0,0,0,0,0,4
2673,3,0,0,0,0,0,0,3
2674,2,0,0,0,0,0,0,2
2675,2,0,0,0,0,0,0,2
2676,1,0,0,0,0,0,0,1
2677,2,0,0,0,0,0,0,2
2678,3,0,0,0,0,0,0,3
2679,0,0,0,0,0,2,0,2
2680,11,0,1,0,0,1,0,13
2681,4,0,0,0,0,0,0,4
2682,2,0,0,0,0,0,0,2
2683,4,0,0,0,0,1,0,5
2684,1,0,0,0,0,0,0,1
2685,3,0,0,0,0,1,0,4
2686,0,0,0,0,0,1,0,1
2687,1,0,0,0,0,0,0,1
2688,4,0,0,0,0,1,0,5
2690,3,1,0,0,0,0,0,4
2691,3,0,0,0,0,2,0,5
2693,5,0,0,0,0,0,0,5
2694,3,0,0,0,0,0,0,3
2695,2,0,0,0,0,0,0,2
2696,4,0,0,0,0,1,0,5
2697,5,0,0,0,0,0,0,5
2698,2,0,0,0,0,0,0,2
2699,1,0,0,0,0,1,0,2
2700,2,0,1,0,0,0,0,3
2701,5,0,0,0,0,0,0,5
2702,3,0,0,0,0,0,0,3
2703,2,0,0,0,0,0,0,2
2704,2,0,0,0,0,1,0,3
2705,2,1,0,0,0,0,0,3
2707,3,0,0,0,0,0,0,3
2708,2,0,0,0,0,0,0,2
2709,2,0,0,0,0,0,0,2
2710,1,0,0,0,0,0,0,1
2711,5,0,0,0,0,1,0,6
2712,3,0,0,0,0,0,0,3
2713,3,0,0,0,0,0,0,3
2714,4,0,0,0,0,0,0,4
2715,5,0,0,0,0,0,0,5
2716,3,0,0,0,0,0,0,3
2717,1,0,0,0,0,0,0,1
2718,1,0,0,0,0,0,0,1
2719,1,0,0,0,0,1,0,2
2720,13,3,1,0,0,0,1,18
2721,2,0,0,0,0,0,0,2
2722,1,0,0,0,0,0,0,1
2723,1,1,1,0,0,0,0,3
2724,2,0,1,0,0,0,0,3
2725,3,1,0,0,0,0,0,4
2726,3,0,0,0,0,0,0,3
2727,5,0,0,0,0,0,0,5
2728,5,0,0,0,0,0,0,5
2729,1,0,0,0,0,1,0,2
2730,3,0,0,0,0,0,0,3
2731,2,0,0,0,0,0,0,2
2732,6,0,0,0,0,1,0,7
2733,2,0,0,0,0,0,0,2
2734,4,0,0,0,0,0,0,4
2735,4,1,0,0,0,0,0,5
2736,3,0,0,0,0,0,0,3
2737,1,0,1,0,0,0,0,2
2739,1,0,0,0,0,0,0,1
2740,4,0,0,0,0,1,0,5
2741,2,0,0,0,0,0,0,2
2742,1,0,0,0,0,0,0,1
2743,2,0,0,0,0,0,0,2
2745,2,0,0,0,0,0,0,2
2747,3,0,0,0,0,1,0,4
2749,2,0,0,0,0,0,0,2
2750,3,0,0,0,0,0,0,3
2752,1,0,0,0,0,0,0,1
2753,2,0,0,0,0,0,0,2
2755,2,0,0,0,0,0,0,2
2756,3,0,0,0,0,0,1,4
2757,6,0,0,0,0,0,0,6
2758,3,0,0,0,0,1,0,4
2759,1,0,1,0,0,0,0,2
2760,3,0,2,0,0,4,0,9
2762,1,0,0,0,0,1,0,2
2763,3,0,0,0,0,1,0,4
2764,0,0,0,0,0,0,1,1
2765,1,0,0,0,0,1,0,2
2766,4,0,0,0,0,1,0,5
2767,3,0,0,0,0,0,0,3
2768,2,1,0,0,0,0,0,3
2769,1,0,0,0,0,0,0,1
2770,4,0,0,0,0,0,0,4
2771,2,0,1,0,0,2,1,6
2772,3,0,0,0,0,0,0,3
2773,0,0,0,0,0,1,0,1
2774,3,0,0,0,0,0,0,3
2775,4,0,0,0,0,0,0,4
2776,2,0,0,0,0,0,0,2
2777,3,0,0,0,0,0,0,3
2778,2,1,0,0,0,0,0,3
2779,2,0,0,0,0,2,0,4
2781,3,0,0,0,0,0,0,3
2782,2,0,0,0,0,0,0,2
2783,5,1,0,0,0,1,0,7
2784,2,0,0,0,0,0,0,2
2785,1,0,0,0,0,0,0,1
2786,6,0,0,0,0,0,0,6
2787,2,0,0,0,0,0,0,2
2788,3,0,0,0,0,0,0,3
2790,1,0,0,0,0,0,0,1
2792,5,0,0,0,0,0,0,5
2793,2,0,0,0,0,0,0,2
2795,1,0,0,0,0,0,0,1
2796,3,0,0,0,0,1,0,4
2797,1,0,0,0,0,0,0,1
2798,2,1,1,0,0,0,0,4
2799,2,0,0,0,0,0,0,2
2800,4,0,1,0,0,1,0,6
2801,4,0,0,0,0,0,0,4
2802,3,0,0,0,0,0,0,3
2803,3,0,0,0,0,0,0,3
2804,3,0,0,0,0,2,0,5
2805,1,0,0,0,0,0,0,1
2806,2,1,0,0,0,0,0,3
2807,1,0,0,0,0,0,0,1
2808,3,0,0,0,0,0,1,4
2809,2,0,0,0,0,0,0,2
2810,2,0,0,0,0,1,0,3
2811,3,0,0,0,0,0,0,3
2812,4,0,0,0,0,1,0,5
2813,4,0,0,0,0,0,1,5
2814,5,0,0,0,0,0,0,5
2815,2,0,0,0,0,0,0,2
2816,3,0,0,0,0,0,0,3
2817,1,0,0,0,0,0,0,1
2819,6,0,0,0,0,0,0,6
2820,4,0,0,0,0,0,0,4
2822,4,0,0,0,0,0,0,4
2823,4,1,0,0,0,1,0,6
2824,1,0,0,0,0,1,0,2
2825,1,0,0,0,0,1,0,2
2826,3,0,0,0,0,0,0,3
2827,2,0,1,0,0,0,0,3
2828,4,0,0,0,0,0,0,4
2829,5,0,0,0,0,0,0,5
2830,2,0,0,0,0,1,0,3
2831,4,0,0,0,0,0,0,4
2832,1,0,0,0,0,0,0,1
2833,0,1,0,0,0,1,0,2
2834,4,0,0,0,0,0,0,4
2835,3,0,0,0,0,0,0,3
2836,5,0,0,0,0,0,0,5
2837,1,0,0,0,0,0,0,1
2838,0,1,0,0,0,0,0,1
2839,3,0,0,0,0,0,0,3
2840,8,0,1,0,0,0,0,9
2841,4,0,0,0,0,0,0,4
2842,1,0,0,0,0,0,0,1
2843,0,0,0,0,0,1,0,1
2844,2,0,0,0,0,0,0,2
2845,1,0,0,0,0,0,0,1
2846,4,0,0,0,0,0,0,4
2847,3,0,0,0,0,0,0,3
2848,4,0,0,0,0,0,0,4
2849,2,0,0,0,0,0,0,2
2850,4,0,0,0,0,0,0,4
2851,3,0,0,0,0,0,0,3
2852,3,0,0,0,0,0,0,3
2854,6,0,0,0,0,0,0,6
2855,1,0,0,0,0,0,0,1
2856,2,0,1,0,0,0,0,3
2857,1,0,0,0,0,0,0,1
2859,1,0,0,0,0,0,0,1
2860,2,0,0,0,0,1,0,3
2861,2,0,0,0,0,0,0,2
2862,3,1,0,0,0,1,0,5
2863,1,0,0,0,0,0,0,1
2864,6,0,2,0,0,1,0,9
2865,4,0,1,0,0,0,0,5
2866,5,0,0,0,0,0,0,5
2867,0,0,0,0,0,1,0,1
2868,3,0,0,0,0,0,0,3
2869,1,0,1,0,0,0,0,2
2870,2,0,0,0,0,0,0,2
2871,1,0,0,0,0,1,0,2
2872,2,0,0,0,0,0,0,2
2873,2,0,0,0,0,0,0,2
2874,0,1,0,0,0,0,0,1
2875,3,0,0,0,0,2,0,5
2876,2,1,0,0,0,0,1,4
2878,1,0,0,0,0,1,0,2
2879,2,0,0,0,0,0,0,2
2880,14,1,1,0,0,0,0,16
2881,3,0,0,0,0,0,0,3
2882,1,0,0,0,0,0,0,1
2883,1,0,0,0,0,0,0,1
2884,5,0,0,0,0,2,0,7
2885,3,0,1,0,0,0,0,4
2886,5,0,0,0,0,0,0,5
2887,2,0,1,0,0,0,0,3
2888,1,0,0,0,0,0,0,1
2889,2,0,0,0,0,0,0,2
2890,0,1,1,0,0,0,0,2
2891,4,0,0,0,0,0,0,4
2892,4,0,0,0,0,0,0,4
2893,2,0,0,0,0,0,0,2
2894,2,0,0,0,0,0,0,2
2895,2,0,0,0,0,0,0,2
2896,1,0,0,0,0,0,0,1
2897,0,0,0,0,0,0,1,1
2898,6,1,0,0,0,1,0,8
2899,4,0,0,0,0,1,0,5
2900,2,0,0,0,0,0,0,2
2902,2,0,0,0,0,1,0,3
2903,2,0,0,0,0,0,0,2
2904,1,0,0,0,0,0,0,1
2905,0,0,0,0,0,1,0,1
2906,3,0,0,0,0,1,0,4
2907,2,0,0,0,0,0,0,2
2908,4,0,0,0,0,0,0,4
2909,2,0,0,0,0,0,0,2
2910,0,0,1,0,0,1,0,2
2911,1,0,0,0,0,1,0,2
2912,2,0,0,0,0,0,0,2
2913,3,0,0,0,0,0,0,3
2914,2,0,0,0,0,1,0,3
2915,5,0,0,0,0,0,0,5
2916,1,0,0,0,0,0,0,1
2917,3,0,0,0,0,1,0,4
2919,3,0,0,0,0,0,0,3
2920,8,0,1,0,0,0,0,9
2921,2,0,0,0,0,0,0,2
2922,3,0,0,0,0,0,1,4
2923,3,0,0,0,0,0,0,3
2924,3,0,0,0,0,1,0,4
2925,3,0,0,0,0,0,0,3
2926,2,0,0,0,0,0,0,2
2927,4,0,0,0,0,0,0,4
2928,3,0,0,0,0,0,0,3
2929,2,0,0,0,0,0,0,2
2930,4,0,0,0,0,0,0,4
2931,3,0,0,0,0,0,0,3
2933,4,0,0,0,0,0,0,4
2934,2,0,0,0,0,0,0,2
2935,2,0,0,0,0,0,0,2
2936,2,1,0,0,0,1,0,4
2937,2,0,0,0,0,0,0,2
2938,3,0,0,0,0,0,0,3
2940,3,0,0,0,0,0,0,3
2941,1,0,0,0,0,0,0,1
2942,3,0,0,0,0,0,0,3
2943,2,0,0,0,0,0,0,2
2944,3,0,0,0,0,0,0,3
2945,2,0,0,0,0,0,0,2
2946,2,0,0,0,0,0,0,2
2947,3,0,0,0,0,0,0,3
2948,1,0,0,0,0,0,0,1
2949,0,0,0,0,0,1,0,1
2950,1,0,0,0,0,0,0,1
2952,0,0,1,0,0,0,0,1
2953,2,0,0,0,0,0,0,2
2954,3,0,1,0,0,2,0,6
2955,1,0,0,0,0,0,0,1
2957,2,0,0,0,0,0,0,2
2958,2,0,1,0,0,0,0,3
2959,3,0,0,0,0,0,0,3
2960,9,0,1,0,0,1,0,11
2962,1,0,0,0,0,1,0,2
2963,1,0,0,0,0,0,0,1
2964,3,0,0,0,0,0,0,3
2966,3,0,0,0,0,0,0,3
2967,3,0,0,0,0,0,0,3
2969,2,0,0,0,0,0,0,2
2970,2,0,0,0,0,0,0,2
2971,2,0,0,0,0,1,0,3
2972,2,0,0,0,0,0,0,2
2974,0,0,1,0,0,0,0,1
2975,1,1,0,0,0,0,0,2
2976,2,0,0,0,0,0,0,2
2977,5,0,0,0,0,0,1,6
2978,4,1,1,0,0,0,0,6
2979,2,0,0,0,0,0,0,2
2980,2,0,0,0,0,1,0,3
2981,3,0,1,0,0,0,0,4
2982,0,0,0,0,0,0,1,1
2984,3,1,0,0,0,0,0,4
2985,6,0,0,0,0,1,0,7
2986,2,0,0,0,0,0,0,2
2987,0,0,0,0,0,1,0,1
2989,3,0,0,0,0,0,0,3
2991,3,0,0,0,0,0,0,3
2992,1,0,0,0,0,0,0,1
2993,1,0,0,0,0,1,0,2
2994,1,0,0,0,0,1,0,2
2995,4,0,0,0,0,0,0,4
2996,1,0,0,0,0,0,0,1
2997,1,0,0,0,0,0,0,1
2998,2,0,0,0,0,1,0,3
3000,9,0,1,0,0,1,0,11
3001,1,0,0,0,0,0,0,1
3002,1,0,0,0,0,1,0,2
3003,4,0,0,0,0,0,0,4
3004,2,0,0,0,0,0,0,2
3005,1,0,0,0,0,0,0,1
3006,3,0,0,0,0,0,0,3
